Model;Manuf;Model Details;Year;Month;Motor Type_0;Motor Type_1;Transmission;Color;Body Type;Price;Mileage
Toyota Corolla;Toyota;Corolla;2024;Jūlijs;1,8;Hybrid;Automāts;Baltametālika;Universāls;33050;4
Toyota Tundra;Toyota;Tundra;2015;Jūlijs;5,7;Benzīns/Gāze;Automāts;Sarkana;Pikaps;33000;
Toyota C-HR;Toyota;C-HR;2023;Jūnijs;1,8;Hybrid;Automāts;Melnametālika;Apvidus;32990;13702
Toyota Corolla;Toyota;Corolla;2023;Septembris;1,8;Hybrid;Automāts;Zilametālika;Universāls;32990;6214
Toyota Camry;Toyota;Camry;2023;Maijs;2,5;Hybrid;Automāts 4 ātrumi;Brūnametālika;Sedans;32990;16339
Kia Sportage;Kia;Sportage;2024;Maijs;1,6;Benzīns;Automāts 7 ātrumi;Baltametālika;Apvidus;32900;4000
Kia Sportage;Kia;Sportage;2024;Janvāris;1,6;Benzīns;Automāts 7 ātrumi;Sarkanametālika;Apvidus;32900;10700
Cupra Formentor;Cupra;Formentor;2022;Februāris;2;Benzīns;Automāts 7 ātrumi;Sarkanametālika;Hečbeks;32790;36000
Citroen C5 Aircross;Citroen;C5 Aircross;2024;Oktobris;1,5;Dīzelis;Automāts 8 ātrumi;Melna;Apvidus;32590;10
Toyota RAV 4;Toyota;RAV 4;2023;Jūnijs;2;Benzīns;Automāts;Sudrabametālika;Apvidus;32590;16720
Cupra Formentor;Cupra;Formentor;2021;Marts;2;Benzīns;Automāts 7 ātrumi;Zila;Apvidus;32500;37000
Kia Niro;Kia;Niro;2023;Maijs;1,6;Hybrid;Automāts 6 ātrumi;Zaļametālika;Hečbeks;32500;9385
Toyota C-HR;Toyota;C-HR;2023;Jūlijs;1,8;Hybrid;Automāts;Baltametālika;Apvidus;32500;9905
Porsche Cayenne;Porsche;Cayenne;2016;Maijs;4,2;Dīzelis;Automāts 8 ātrumi;Melnametālika;Apvidus;32500;153553
Citroen Berlingo;Citroen;Berlingo;2024;Jūnijs;1,5;Dīzelis;Automāts 8 ātrumi;Zaļametālika;Minivens;32230;10
Citroen Berlingo;Citroen;Berlingo;2024;Jūnijs;1,5;Dīzelis;Automāts 8 ātrumi;Zaļametālika;Minivens;32230;10
Citroen Berlingo;Citroen;Berlingo;2024;Jūlijs;1,5;Dīzelis;Automāts 8 ātrumi;Gaiši;Minivens;32230;10
Citroen Berlingo;Citroen;Berlingo;2024;Jūlijs;1,5;Dīzelis;Automāts 6 ātrumi;Zilametālika;Minivens;32220;10
Toyota RAV 4;Toyota;RAV 4;2020;Janvāris;2,5;Hybrid;Automāts;Balta;Apvidus;32000;55967
Toyota Corolla;Toyota;Corolla;2023;Jūnijs;2;Hybrid;Automāts;Baltametālika;Apvidus;32000;32000
Toyota RAV 4;Toyota;RAV 4;2019;Marts;2,5;Hybrid;Automāts;Zilametālika;Apvidus;31990;88016
Toyota RAV 4;Toyota;RAV 4;2023;Februāris;2;Benzīns;Automāts;Baltametālika;Apvidus;31990;25467
Toyota RAV 4;Toyota;RAV 4;2023;Jūnijs;2;Benzīns;Automāts;Sudrabametālika;Apvidus;31990;38596
Toyota RAV 4;Toyota;RAV 4;2023;Maijs;2;Benzīns;Automāts;Sudrabametālika;Apvidus;31990;38596
Toyota C-HR;Toyota;C-HR;2023;Oktobris;1,8;Hybrid;Automāts;Violetametālika;Apvidus;31990;9048
Toyota Camry;Toyota;Camry;2022;Janvāris;2,5;Hybrid;Automāts;Brūnametālika;Sedans;31990;23980
Cupra Formentor;Cupra;Formentor;2021;Marts;2;Benzīns;Automāts;Zila;Apvidus;31990;37000
Hyundai Kona;Hyundai;Kona;2023;Septembris;;;Automāts;Gaiši;Apvidus;31990;41000
Cupra Formentor;Cupra;Formentor;2022;Oktobris;1,5;Benzīns;Automāts;Sarkanametālika;Hečbeks;31990;25250
Cupra Leon Sportstourer;Cupra;Leon Sportstourer;2022;Augusts;2;Benzīns;Automāts 7 ātrumi;Sarkanametālika;Universāls;31990;21000
Hyundai Kona;Hyundai;Kona;2023;;1,6;Hybrid;Automāts;Melna;Apvidus;31989;3000
Nissan Qashqai;Nissan;Qashqai;2023;Jūnijs;1,3;Benzīns;Automāts;Baltametālika;Hečbeks;31980;2559
Toyota RAV 4;Toyota;RAV 4;2019;Jūnijs;2,5;Hybrid;Automāts;Melnametālika;Apvidus;31900;84254
Toyota RAV 4;Toyota;RAV 4;2019;Septembris;2,5;Hybrid;Automāts;Baltametālika;Apvidus;31900;93030
Toyota RAV 4;Toyota;RAV 4;2021;Jūlijs;2;Benzīns;Automāts;Zilametālika;Apvidus;31900;8480
Hyundai Ioniq;Hyundai;Ioniq;2021;Septembris;;;Automāts;Pelēka;Apvidus;31900;53000
Toyota Yaris;Toyota;Yaris;2024;;1,5;Hybrid;Automāts;Zaļametālika;Apvidus;31900;10
Toyota RAV 4;Toyota;RAV 4;2023;Jūnijs;2;Benzīns;Automāts;Pelēkametālika;Apvidus;31900;29961
Toyota Corolla;Toyota;Corolla;2024;;1,8;Hybrid;Automāts;Zaļametālika;Universāls;31800;36
Toyota C-HR;Toyota;C-HR;2023;Novembris;1,8;Hybrid;Automāts;Baltametālika;Apvidus;31590;9700
Toyota C-HR;Toyota;C-HR;2023;Jūnijs;1,8;Hybrid;Automāts;Zilametālika;Apvidus;31590;8896
Toyota C-HR;Toyota;C-HR;2022;Jūlijs;1,8;Hybrid;Automāts;Gaiši;Apvidus;31590;15489
Porsche Cayenne;Porsche;Cayenne;2013;Aprīlis;4,2;Dīzelis;Automāts;Zilametālika;Apvidus;31500;74000
Toyota RAV 4;Toyota;RAV 4;2019;Marts;2,5;Hybrid;Automāts;Baltametālika;Apvidus;31500;83500
Toyota Yaris;Toyota;Yaris;2021;Augusts;1,6;Benzīns;Manuāla;Balta;Hečbeks;31500;32367
SsangYong Citi;SsangYong;Citi;2024;;1,5;Benzīns;Automāts;Balta;Apvidus;31500;10
Porsche Macan;Porsche;Macan;2015;Maijs;3;Dīzelis;Automāts 7 ātrumi;Brūnametālika;Apvidus;31500;179000
Kia Sportage;Kia;Sportage;2023;Jūlijs;1,6;Benzīns;Automāts;Pelēkametālika;Apvidus;31500;21975
Kia Sportage;Kia;Sportage;2022;Marts;1,6;Benzīns;Automāts;Melnametālika;Apvidus;31500;25490
Toyota Hilux;Toyota;Hilux;2018;Septembris;2,4;Dīzelis;Automāts;Melnametālika;Apvidus;31500;
Cupra Formentor;Cupra;Formentor;2023;Jūlijs;1,5;Benzīns;Automāts 7 ātrumi;Pelēkametālika;Apvidus;31490;16000
Citroen C5 Aircross;Citroen;C5 Aircross;2024;Maijs;1,5;Dīzelis;Automāts 8 ātrumi;Melna;Apvidus;31440;10
Toyota Land Cruiser;Toyota;Land Cruiser;2015;Augusts;2,8;Dīzelis;Automāts 6 ātrumi;Zilametālika;Apvidus;31000;171500
Toyota Yaris;Toyota;Yaris;2021;Oktobris;1,6;Benzīns;Manuāla 6 ātrumi;Balta;Hečbeks;31000;20000
Toyota RAV 4;Toyota;RAV 4;2022;Augusts;2,5;Hybrid;Automāts;Balta;Apvidus;30990;38405
Toyota RAV 4;Toyota;RAV 4;2020;Maijs;2,5;Hybrid;Automāts;Balta;Apvidus;30900;33200
Toyota Corolla;Toyota;Corolla;2022;Novembris;2;Hybrid;Automāts;Sarkanametālika;Apvidus;30900;14058
Porsche Cayenne;Porsche;Cayenne;2015;Decembris;3;Dīzelis;Automāts 8 ātrumi;Melnametālika;Apvidus;30900;164719
Nissan Qashqai;Nissan;Qashqai;2023;Septembris;1,3;Benzīns;Automāts;Tumši;Hečbeks;30850;7890
Nissan Leaf;Nissan;Leaf;2023;Oktobris;;;Automāts;Pelēkametālika;Hečbeks;30750;3404
Nissan Qashqai;Nissan;Qashqai;2023;Novembris;1,3;Hybrid;Automāts 7 ātrumi;Tumši;Apvidus;30600;16470
Cupra Leon Sportstourer;Cupra;Leon Sportstourer;2022;Jūlijs;2;Benzīns;Automāts 7 ātrumi;NA;Universāls;30590;38000
Hyundai Santa FE;Hyundai;Santa FE;2019;Decembris;2,2;Dīzelis;Automāts 6 ātrumi;Pelēkametālika;Apvidus;30450;92000
Toyota Yaris;Toyota;Yaris;2023;Septembris;1,5;Hybrid;Automāts;Dzeltenametālika;Apvidus;30400;10
Citroen C4;Citroen;C4;2024;Jūlijs;1,2;Hybrid;Automāts 8 ātrumi;Balta;Hečbeks;30150;10
Porsche Cayenne;Porsche;Cayenne;2015;Novembris;3;Dīzelis;Automāts 8 ātrumi;Melnametālika;Apvidus;30000;
Toyota Hilux;Toyota;Hilux;2017;Novembris;2,4;Dīzelis;Automāts;Melnametālika;Pikaps;30000;125000
Citroen Jumpy;Citroen;Jumpy;2019;Novembris;2;Dīzelis;Automāts 8 ātrumi;Sudrabametālika;Mikroautobuss;30000;80000
Toyota RAV 4;Toyota;RAV 4;2022;Augusts;2,5;Hybrid;Automāts;Zilametālika;Apvidus;29990;38139
Toyota C-HR;Toyota;C-HR;2023;Februāris;1,8;Hybrid;Automāts;Baltametālika;Apvidus;29990;92
Toyota C-HR;Toyota;C-HR;2023;Marts;1,8;Hybrid;Automāts;Balta;Apvidus;29990;2185
Toyota Corolla;Toyota;Corolla;2022;Decembris;1,8;Hybrid;Automāts;Sudrabametālika;Sedans;29990;11017
Toyota RAV 4;Toyota;RAV 4;2021;Jūnijs;2,5;Hybrid;Automāts;Balta;Apvidus;29950;60583
Nissan Leaf;Nissan;Leaf;2023;Janvāris;;;Automāts;Sarkana;Hečbeks;29928;29500
Toyota Proace;Toyota;Proace;2021;;2;Dīzelis;Automāts;Brūnametālika;Minivens;29900;88679
Toyota Proace;Toyota;Proace;2021;Jūlijs;2;Dīzelis;Automāts;Pelēkametālika;Minivens;29900;76357
Toyota GT86;Toyota;GT86;2022;Janvāris;2,4;Benzīns;Manuāla;Balta;Kupeja;29900;6232
Toyota RAV 4;Toyota;RAV 4;2021;Jūlijs;2;Benzīns;Automāts 7 ātrumi;Zilametālika;Universāls;29900;52270
Porsche Cayenne;Porsche;Cayenne;2017;;3;Dīzelis;Automāts;Balta;Apvidus;29900;131000
Kia Sportage;Kia;Sportage;2022;;1,6;Hybrid;Automāts;Melna;Apvidus;29900;109500
Kia Niro;Kia;Niro;2023;Augusts;1,6;Hybrid;Automāts 6 ātrumi;Sarkanametālika;Hečbeks;29900;16313
Toyota RAV 4;Toyota;RAV 4;2021;Aprīlis;2,5;Hybrid;Automāts;Baltametālika;Apvidus;29700;75000
Kia Xceed;Kia;Xceed;2024;;1,5;Benzīns;Automāts;Baltametālika;Hečbeks;29590;5
Toyota Land Cruiser;Toyota;Land Cruiser;2014;Aprīlis;3;Dīzelis;Automāts 5 ātrumi;Brūna;Apvidus;29500;163180
Citroen Berlingo;Citroen;Berlingo;2024;Marts;1,5;Dīzelis;Automāts 8 ātrumi;Pelēkametālika;Minivens;29500;10
Porsche Panamera;Porsche;Panamera;2013;Decembris;3;Dīzelis;Automāts;Brūna;Sedans;29500;
Toyota Corolla;Toyota;Corolla;2023;Augusts;1,8;Hybrid;Automāts 8 ātrumi;Sudrabametālika;Universāls;29490;18300
Toyota RAV 4;Toyota;RAV 4;2020;Februāris;2;Benzīns;Automāts;Pelēkametālika;Apvidus;29400;68382
Citroen Berlingo;Citroen;Berlingo;2024;Jūnijs;1,5;Dīzelis;Automāts 8 ātrumi;Pelēkametālika;Minivens;29400;10
Citroen C3;Citroen;C3;2024;Jūlijs;;;Automāts;Zilametālika;Hečbeks;29380;10
Toyota RAV 4;Toyota;RAV 4;2021;Jūnijs;2;Benzīns;Automāts;Zilametālika;Apvidus;29200;53444
Toyota RAV 4;Toyota;RAV 4;2020;Jūlijs;2,5;Hybrid;Automāts;Sudrabametālika;Apvidus;29100;93947
Toyota RAV 4;Toyota;RAV 4;2022;Jūnijs;2,5;Hybrid;Automāts;Pelēkametālika;Apvidus;29000;60500
Toyota RAV 4;Toyota;RAV 4;2021;Jūnijs;2;Benzīns;Automāts;Sudrabametālika;Apvidus;29000;49911
Toyota Corolla;Toyota;Corolla;2021;Marts;2;Hybrid;Automāts;Balta;Universāls;29000;45000
Toyota C-HR;Toyota;C-HR;2022;Augusts;1,8;Hybrid;Automāts;Violetametālika;Apvidus;28990;10000
Toyota Corolla;Toyota;Corolla;2023;Jūnijs;1,8;Hybrid;Automāts;Balta;Universāls;28990;7457
Toyota RAV 4;Toyota;RAV 4;2021;Jūnijs;2;Benzīns;Automāts 7 ātrumi;Pelēkametālika;Apvidus;28900;55132
Citroen C4;Citroen;C4;2023;Septembris;1,2;Benzīns;Automāts 8 ātrumi;Balta;Sedans;28900;10
Citroen Jumpy;Citroen;Jumpy;2019;Jūnijs;2;Dīzelis;Automāts 8 ātrumi;Sudrabametālika;Mikroautobuss;28900;56935
Toyota Land Cruiser;Toyota;Land Cruiser;2015;Decembris;2,8;Dīzelis;Automāts;Zaļa;Apvidus;28900;
Citroen C5;Citroen;C5;2022;Decembris;1,6;Benzīns;Automāts 8 ātrumi;Pelēkametālika;Universāls;28900;19789
Toyota RAV 4;Toyota;RAV 4;2021;;2;Benzīns;Automāts;Pelēkametālika;Apvidus;28900;61325
Toyota RAV 4;Toyota;RAV 4;2021;;2;Benzīns;Automāts;Melnametālika;Apvidus;28900;47207
Toyota RAV 4;Toyota;RAV 4;2022;;2;Benzīns;Automāts;Pelēkametālika;Apvidus;28900;31252
Toyota Proace;Toyota;Proace;2021;Jūlijs;2;Dīzelis;Automāts;Pelēka;Minivens;28900;92619
Toyota Proace;Toyota;Proace;2022;Novembris;2;Dīzelis;Manuāla;Balta;Mikroautobuss;28900;43600
Toyota Proace;Toyota;Proace;2024;Janvāris;1,5;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;28900;14135
Citroen C4;Citroen;C4;2024;Jūlijs;1,2;Benzīns;Automāts 8 ātrumi;Sarkanametālika;Hečbeks;28820;10
Toyota Land Cruiser;Toyota;Land Cruiser;2013;Aprīlis;3;Dīzelis;Automāts;Baltametālika;Apvidus;28800;204000
Toyota RAV 4;Toyota;RAV 4;2022;Oktobris;2;Benzīns;Automāts;Pelēka;Apvidus;28700;39238
Citroen C4;Citroen;C4;2024;Jūlijs;1,2;Benzīns;Automāts 8 ātrumi;Melnametālika;Hečbeks;28650;10
Hyundai Tucson;Hyundai;Tucson;2023;Maijs;1,6;Benzīns;Automāts 7 ātrumi;Balta;Apvidus;28500;30000
Hyundai Santa FE;Hyundai;Santa FE;2020;;2,2;Dīzelis;Automāts;Melna;Apvidus;28500;106121
Toyota RAV 4;Toyota;RAV 4;2019;Jūlijs;2,5;Hybrid;Automāts;Baltametālika;Apvidus;28500;72500
Toyota RAV 4;Toyota;RAV 4;2019;Aprīlis;2,5;Hybrid;Automāts;Pelēkametālika;Apvidus;28500;44000
Toyota Yaris;Toyota;Yaris;2024;;1,5;Hybrid;Automāts;Zila;Hečbeks;28500;10
Citroen C5 Aircross;Citroen;C5 Aircross;2023;Februāris;1,5;Dīzelis;Automāts 8 ātrumi;Baltametālika;Apvidus;28500;27692
Citroen C5 Aircross;Citroen;C5 Aircross;2022;Augusts;1,2;Benzīns;Automāts 8 ātrumi;Melnametālika;Universāls;28490;24000
Toyota Hilux;Toyota;Hilux;2021;Janvāris;2,4;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Pikaps;28400;87663
Cupra Formentor;Cupra;Formentor;2021;Jūnijs;1,4;Hybrid;Automāts 6 ātrumi;Pelēka;Apvidus;28300;94000
Cupra Formentor;Cupra;Formentor;2022;Aprīlis;1,5;Benzīns;Automāts 7 ātrumi;Pelēkametālika;-;28234;66500
Suzuki Citi;Suzuki;Citi;2023;Marts;1,4;Hybrid;Automāts 6 ātrumi;Zilametālika;Apvidus;28000;29840
Toyota RAV 4;Toyota;RAV 4;2020;Februāris;2,5;Hybrid;Automāts;Pelēka;Apvidus;28000;119000
Suzuki Citi;Suzuki;Citi;2023;Maijs;1,5;Hybrid;Automāts 6 ātrumi;Pelēkametālika;Universāls;27990;7000
Toyota Corolla;Toyota;Corolla;2023;Oktobris;1,8;Hybrid;Automāts;Pelēkametālika;Hečbeks;27990;6975
Toyota RAV 4;Toyota;RAV 4;2019;Oktobris;2;Benzīns;Automāts;Tumši;Apvidus;27990;23521
Toyota Proace;Toyota;Proace;2024;Jūnijs;1,5;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;27990;9
Porsche Macan;Porsche;Macan;2015;Janvāris;3;Dīzelis;Automāts;Pelēkametālika;Apvidus;27990;240000
Kia Sportage;Kia;Sportage;2022;Marts;1,6;Benzīns;Automāts;Balta;Apvidus;27900;36700
Toyota RAV 4;Toyota;RAV 4;2022;Jūnijs;2;Benzīns;Automāts;Zila;Apvidus;27900;51952
Toyota RAV 4;Toyota;RAV 4;2021;Jūnijs;2;Benzīns;Automāts;Zila;Apvidus;27900;57328
Toyota RAV 4;Toyota;RAV 4;2021;Jūlijs;2,5;Hybrid;Automāts;Gaiši;Apvidus;27900;46360
Toyota Yaris;Toyota;Yaris;2024;Jūlijs;1,5;Hybrid;Automāts;Sarkanametālika;Apvidus;27900;4
Toyota Corolla;Toyota;Corolla;2023;Marts;1,8;Hybrid;Automāts;Pelēka;Sedans;27900;24607
Porsche 911;Porsche;911;2002;;3,6;Benzīns;Manuāla 6 ātrumi;Pelēka;Kabriolets;27900;83281
Toyota GT86;Toyota;GT86;2015;Oktobris;2;Benzīns;Manuāla 6 ātrumi;Sarkanametālika;Kupeja;27800;167500
Citroen Jumpy;Citroen;Jumpy;2018;Jūnijs;2;Dīzelis;Automāts;Sudrabametālika;Mikroautobuss;27700;117000
Toyota RAV 4;Toyota;RAV 4;2019;Jūlijs;2;Benzīns;Automāts;Pelēkametālika;Apvidus;27590;98980
Toyota Land Cruiser;Toyota;Land Cruiser;2009;Februāris;4,5;Dīzelis;Automāts;Melna;Apvidus;27500;244500
Toyota Land Cruiser;Toyota;Land Cruiser;2010;Novembris;3;Dīzelis;Automāts;Zila;Apvidus;27500;321000
Kia Sorento;Kia;Sorento;2019;Oktobris;2,2;Dīzelis;Automāts 8 ātrumi;Pelēkametālika;Apvidus;27500;142000
Toyota Hilux;Toyota;Hilux;2022;Janvāris;2,4;Dīzelis;Manuāla 6 ātrumi;Balta;Pikaps;27400;125000
Kia Niro;Kia;Niro;2020;Aprīlis;;;Automāts;Pelēkametālika;Apvidus;27300;38000
Nissan Juke;Nissan;Juke;2024;Februāris;1,6;Hybrid;Automāts;Zilametālika;Apvidus;27187;1842
Suzuki SX4;Suzuki;SX4;2024;;1,5;Hybrid;Automāts 6 ātrumi;Balta;Apvidus;27039;10
Kia Niro;Kia;Niro;2022;;;;Automāts;Zila;-;27000;26000
Cupra Leon Sportstourer;Cupra;Leon Sportstourer;2023;Marts;1,5;Hybrid;Automāts 7 ātrumi;Zilametālika;Universāls;27000;19000
Toyota Proace;Toyota;Proace;2023;Augusts;1,5;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;26990;22480
Toyota C-HR;Toyota;C-HR;2021;Jūnijs;2;Hybrid;Automāts;Melnametālika;Apvidus;26990;43700
Toyota Corolla;Toyota;Corolla;2023;Aprīlis;1,5;Benzīns;Automāts;Melna;Sedans;26990;497
Toyota Land Cruiser;Toyota;Land Cruiser;2015;Septembris;2,8;Dīzelis;Automāts;Melnametālika;Apvidus;26950;
Toyota Land Cruiser;Toyota;Land Cruiser;2013;Oktobris;3;Dīzelis;Automāts;Melnametālika;Apvidus;26950;143339
Toyota Hilux;Toyota;Hilux;2020;Augusts;2,4;Dīzelis;Automāts;Melnametālika;Pikaps;26900;79394
Porsche Macan;Porsche;Macan;2015;Augusts;3;Dīzelis;Automāts;Melna;Apvidus;26900;226400
Cupra Formentor;Cupra;Formentor;2021;Novembris;1,5;Benzīns;Automāts 7 ātrumi;Zila;Apvidus;26900;68000
Kia Niro;Kia;Niro;2022;Aprīlis;1,6;Hybrid;Automāts;Zilametālika;Hečbeks;26900;48718
Cupra Formentor;Cupra;Formentor;2022;Janvāris;1,5;Benzīns;Automāts;Pelēka;Hečbeks;26900;50260
Cupra Leon;Cupra;Leon;2022;Jūlijs;2;Benzīns;Automāts 7 ātrumi;Pelēka;Hečbeks;26900;23780
Nissan Qashqai;Nissan;Qashqai;2023;Marts;1,3;Benzīns;Automāts;Sarkanametālika;Hečbeks;26900;26797
Peugeot Rifter;Peugeot;Rifter;2024;Aprīlis;1,5;Dīzelis;Automāts 8 ātrumi;Baltametālika;Minivens;26900;10
Cupra Leon Sportstourer;Cupra;Leon Sportstourer;2023;Aprīlis;1,5;Benzīns;Automāts;Pelēka;Universāls;26900;31200
Kia Niro;Kia;Niro;2023;Marts;1,6;Hybrid;Automāts 6 ātrumi;Sarkanametālika;Hečbeks;26900;17857
Toyota Corolla;Toyota;Corolla;2021;Maijs;2;Hybrid;Automāts;Pelēkametālika;Universāls;26900;48000
Cupra Leon Sportstourer;Cupra;Leon Sportstourer;2021;Jūlijs;2;Benzīns;Automāts 7 ātrumi;Balta;Universāls;26800;51000
Toyota Camry;Toyota;Camry;2020;;2,5;Hybrid;Automāts;Baltametālika;Sedans;26650;54000
Cupra Formentor;Cupra;Formentor;2022;Jūnijs;1,5;Benzīns;Automāts 7 ātrumi;Zaļametālika;Apvidus;26600;20000
Toyota Hilux;Toyota;Hilux;2021;;2,4;Dīzelis;Manuāla 6 ātrumi;Balta;Pikaps;26600;125190
Toyota Yaris;Toyota;Yaris;2023;Jūnijs;1,5;Hybrid;Automāts;Dzeltenametālika;Apvidus;26590;26274
Toyota Hilux;Toyota;Hilux;2012;;3;Dīzelis;Automāts;Melna;Apvidus;26500;189000
Suzuki Jimny;Suzuki;Jimny;2023;Februāris;1,5;Benzīns;Manuāla 5 ātrumi;Dzeltenametālika;Apvidus;26500;10027
Kia Xceed;Kia;Xceed;2023;;1,5;Benzīns;Automāts 7 ātrumi;Baltametālika;Apvidus;26500;19400
Hyundai Tucson;Hyundai;Tucson;2021;;1,6;Benzīns;Automāts;Brūna;Apvidus;26490;19696
Toyota C-HR;Toyota;C-HR;2021;Jūnijs;2;Hybrid;Automāts;Melnametālika;Apvidus;26490;54939
Hyundai Tucson;Hyundai;Tucson;2021;;1,6;Benzīns;Automāts;Zila;Apvidus;26490;54383
Toyota Yaris;Toyota;Yaris;2024;Janvāris;1,5;Hybrid;Automāts;Pelēkametālika;Universāls;26475;354
Hyundai Tucson;Hyundai;Tucson;2019;Oktobris;1,6;Benzīns;Automāts;Balta;Apvidus;26300;47442
Citroen Berlingo;Citroen;Berlingo;2024;Maijs;1,5;Dīzelis;Manuāla 6 ātrumi;Zila;Minivens;26300;10
Cupra Leon Sportstourer;Cupra;Leon Sportstourer;2023;Jūnijs;1,5;Benzīns;Automāts;Baltametālika;Universāls;26300;40000
Toyota Yaris;Toyota;Yaris;2024;;1,5;Hybrid;Automāts;Zila;Hečbeks;26150;2342
Toyota Land Cruiser;Toyota;Land Cruiser;2011;Decembris;3;Dīzelis;Automāts;Zilametālika;Apvidus;26000;121401
Kia Sportage;Kia;Sportage;2023;;1,6;Benzīns;Manuāla 6 ātrumi;Pelēka;Apvidus;26000;350
Nissan Patrol;Nissan;Patrol;2007;;3;Dīzelis;Manuāla;Zaļa;Apvidus;26000;207000
Citroen Jumpy;Citroen;Jumpy;2023;Maijs;1,6;Dīzelis;Automāts 8 ātrumi;Balta;Mikroautobuss;26000;10
Citroen Berlingo;Citroen;Berlingo;2023;Oktobris;1,5;Dīzelis;Automāts 8 ātrumi;Balta;Hečbeks;26000;10
Citroen Berlingo;Citroen;Berlingo;2023;Oktobris;1,5;Dīzelis;Automāts 8 ātrumi;Balta;Hečbeks;26000;10
Toyota C-HR;Toyota;C-HR;2022;Maijs;1,8;Hybrid;Automāts 4 ātrumi;Melna;Apvidus;25990;36991
Opel Grandland X;Opel;Grandland X;2021;Jūnijs;1,6;Hybrid;Automāts;Baltametālika;Apvidus;25990;3500
Toyota C-HR;Toyota;C-HR;2022;Maijs;1,8;Hybrid;Automāts;Sudrabametālika;Apvidus;25990;40837
Toyota RAV 4;Toyota;RAV 4;2020;Jūlijs;2;Benzīns;Automāts 4 ātrumi;Zilametālika;Apvidus;25990;75137
Toyota RAV 4;Toyota;RAV 4;2020;Augusts;2;Benzīns;Automāts;Melnametālika;Apvidus;25990;90217
Nissan Qashqai;Nissan;Qashqai;2023;Jūlijs;1,3;Benzīns;Automāts;Sarkana;Apvidus;25900;19300
Porsche Panamera;Porsche;Panamera;2011;Jūnijs;4,8;Benzīns;Automāts 7 ātrumi;Melnametālika;Hečbeks;25900;91000
Porsche 911;Porsche;911;1999;Marts;3,4;Benzīns;Automāts;Zila;Kupeja;25900;118671
Toyota RAV 4;Toyota;RAV 4;2022;Jūnijs;2;Benzīns;Automāts;Melnametālika;Apvidus;25900;31000
Toyota RAV 4;Toyota;RAV 4;2020;;2;Benzīns;Automāts;Pelēkametālika;Apvidus;25900;37971
Toyota Proace;Toyota;Proace;2023;Decembris;1,5;Dīzelis;Manuāla 6 ātrumi;Pelēka;-;25900;143
Porsche Cayenne;Porsche;Cayenne;2014;;3;Dīzelis;Automāts;Melnametālika;Apvidus;25900;154000
Toyota RAV 4;Toyota;RAV 4;2020;Novembris;2,5;Hybrid;Automāts;Pelēka;Apvidus;25800;180000
Kia Sportage;Kia;Sportage;2022;;1,6;Benzīns;Manuāla;Zaļametālika;Apvidus;25550;22900
Toyota C-HR;Toyota;C-HR;2023;Jūnijs;1,8;Hybrid;Automāts;Pelēkametālika;Apvidus;25500;4000
Toyota C-HR;Toyota;C-HR;2022;Maijs;1,8;Hybrid;Automāts;Violetametālika;Apvidus;25500;39463
Hyundai Tucson;Hyundai;Tucson;2021;Septembris;1,6;Hybrid;Automāts 8 ātrumi;Melnametālika;Apvidus;25500;31000
Toyota Land Cruiser;Toyota;Land Cruiser;2015;Maijs;3;Dīzelis;Automāts 5 ātrumi;Brūna;Apvidus;25500;310000
Toyota C-HR;Toyota;C-HR;2022;Maijs;1,8;Hybrid;Automāts;Sudrabametālika;Apvidus;25500;35733
Toyota Proace;Toyota;Proace;2023;Aprīlis;1,5;Dīzelis;Manuāla 6 ātrumi;Balta;-;25400;8339
Hyundai Kona;Hyundai;Kona;2021;Jūlijs;;;Automāts;Balta;Apvidus;25400;34000
Hyundai Santa FE;Hyundai;Santa FE;2020;Jūnijs;2,2;Dīzelis;Automāts 8 ātrumi;Pelēkametālika;Apvidus;25300;235000
Toyota Citi;Toyota;Citi;2022;Marts;1,5;Hybrid;Automāts;Pelēkametālika;Apvidus;25200;55910
Hyundai Santa FE;Hyundai;Santa FE;2019;Jūlijs;2,2;Dīzelis;Automāts;Pelēkametālika;Apvidus;25000;131553
Toyota Proace;Toyota;Proace;2017;Jūnijs;2;Dīzelis;Automāts;Pelēkametālika;Mikroautobuss;25000;133384
Kia Sportage;Kia;Sportage;2023;Februāris;1,6;Benzīns;Manuāla 6 ātrumi;Baltametālika;Apvidus;25000;19570
Hyundai i20;Hyundai;i20;2024;Marts;1;Benzīns;Automāts 7 ātrumi;Zaļametālika;Hečbeks;25000;1640
Toyota RAV 4;Toyota;RAV 4;2019;Jūlijs;2;Benzīns;Automāts;Zilametālika;Apvidus;24990;82024
Toyota RAV 4;Toyota;RAV 4;2019;Marts;2;Benzīns;Automāts;Zilametālika;Apvidus;24990;97446
Toyota Land Cruiser;Toyota;Land Cruiser;2013;Jūlijs;3;Dīzelis;Automāts;Melnametālika;Apvidus;24990;167529
Toyota Corolla;Toyota;Corolla;2023;Decembris;1,8;Hybrid;Automāts;Pelēkametālika;Hečbeks;24990;3535
